review,clean_text,rating,date,bank,source
our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,5,2025-08-03,Commercial Bank of Ethiopia,Google Play
Time is Gold,time is gold,5,2025-07-28,Commercial Bank of Ethiopia,Google Play
👌👌,,5,2025-11-10,Commercial Bank of Ethiopia,Google Play
very good,very good,5,2025-09-17,Commercial Bank of Ethiopia,Google Play
excellent plus,excellent plus,5,2025-08-20,Commercial Bank of Ethiopia,Google Play
Adisi Deti,adisi deti,5,2025-08-17,Commercial Bank of Ethiopia,Google Play
Send money for some account but don't reserved Ball,send money for some account but don t reserved ball,5,2025-08-20,Commercial Bank of Ethiopia,Google Play
The sum is good.,the sum is good.,5,2025-08-01,Commercial Bank of Ethiopia,Google Play
this app very bad 👎,this app very bad,1,2025-11-27,Commercial Bank of Ethiopia,Google Play
very useful to use it from any where in the world !,very useful to use it from any where in the world !,5,2025-08-07,Commercial Bank of Ethiopia,Google Play
5 star,5 star,5,2025-11-17,Commercial Bank of Ethiopia,Google Play
it's good,it s good,5,2025-10-09,Commercial Bank of Ethiopia,Google Play
fastest,fastest,5,2025-09-03,Commercial Bank of Ethiopia,Google Play
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,አዲሱ update ጥሩ አይደለም. update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,Commercial Bank of Ethiopia,Google Play
wowww,wowww,5,2025-09-08,Commercial Bank of Ethiopia,Google Play
I can't access it properly I think it needs update,i can t access it properly i think it needs update,1,2025-11-10,Commercial Bank of Ethiopia,Google Play
CBE no.1,cbe no.1,5,2025-10-17,Commercial Bank of Ethiopia,Google Play
cbe. noor,cbe. noor,2,2025-08-12,Commercial Bank of Ethiopia,Google Play
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,አሪፋ ነዉ ነገር ግን recent transaction በጣም የቆየዉን ነዉ የሚያሳይ evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ transaction አያሳይም please አስተካክሉት,2,2025-08-15,Commercial Bank of Ethiopia,Google Play
the app say it is not compatible with ur phone can u fix it it is not updating.,the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,Commercial Bank of Ethiopia,Google Play
good,good,5,2025-09-25,Commercial Bank of Ethiopia,Google Play
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.","the app has some issues i updated recently and now i am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update i keep loosing all the important accounts.",4,2025-08-23,Commercial Bank of Ethiopia,Google Play
user compatible app!,user compatible app!,5,2025-10-08,Commercial Bank of Ethiopia,Google Play
Yuuuuu,yuuuuu,5,2025-08-29,Commercial Bank of Ethiopia,Google Play
Data,data,5,2025-10-04,Commercial Bank of Ethiopia,Google Play
😎,,5,2025-09-18,Commercial Bank of Ethiopia,Google Play
excellent,excellent,5,2025-11-16,Commercial Bank of Ethiopia,Google Play
why i cant screen shoot ?,why i cant screen shoot ?,1,2025-07-20,Commercial Bank of Ethiopia,Google Play
best and secured application,best and secured application,5,2025-08-23,Commercial Bank of Ethiopia,Google Play
አሪፍ ነው አሁን ደግሞ እስክሪን ሹት ማረግ በመቻሌ ደግብሎኛል,አሪፍ ነው አሁን ደግሞ እስክሪን ሹት ማረግ በመቻሌ ደግብሎኛል,5,2025-09-20,Commercial Bank of Ethiopia,Google Play
congra ethio,congra ethio,5,2025-08-15,Commercial Bank of Ethiopia,Google Play
"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair","service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",1,2025-10-08,Commercial Bank of Ethiopia,Google Play
good,good,5,2025-11-21,Commercial Bank of Ethiopia,Google Play
great,great,5,2025-09-13,Commercial Bank of Ethiopia,Google Play
why removing screenshot feature why?,why removing screenshot feature why?,2,2025-10-08,Commercial Bank of Ethiopia,Google Play
Excellent App,excellent app,4,2025-07-24,Commercial Bank of Ethiopia,Google Play
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው,1,2025-08-18,Commercial Bank of Ethiopia,Google Play
best mobile banking App that have seen .,best mobile banking app that have seen .,5,2025-08-21,Commercial Bank of Ethiopia,Google Play
ok,ok,5,2025-10-11,Commercial Bank of Ethiopia,Google Play
very slow,very slow,1,2025-10-14,Commercial Bank of Ethiopia,Google Play
good,good,5,2025-10-17,Commercial Bank of Ethiopia,Google Play
ነነሠነሠሠነሠሠሠሠነየነ,ነነሠነሠሠነሠሠሠሠነየነ,5,2025-10-26,Commercial Bank of Ethiopia,Google Play
it's game changing in financial system,it s game changing in financial system,4,2025-10-09,Commercial Bank of Ethiopia,Google Play
it's the best money transfer app ever,it s the best money transfer app ever,5,2025-09-06,Commercial Bank of Ethiopia,Google Play
best app,best app,5,2025-07-21,Commercial Bank of Ethiopia,Google Play
I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,i would like to suggest you improve the time out as it takes the money and doesn t return it back until the next day.,3,2025-10-25,Commercial Bank of Ethiopia,Google Play
yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,yes these app is so good for our saving and marketing system go ethiopia go!!!,5,2025-08-21,Commercial Bank of Ethiopia,Google Play
amizing,amizing,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
🤞Good One,good one,5,2025-08-24,Commercial Bank of Ethiopia,Google Play
Good,good,5,2025-11-13,Commercial Bank of Ethiopia,Google Play
it's good app,it s good app,5,2025-10-14,Commercial Bank of Ethiopia,Google Play
I am using CBE app very fantastic.,i am using cbe app very fantastic.,5,2025-09-24,Commercial Bank of Ethiopia,Google Play
The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,the app is user friendly. but i want some amendment or include option of sending money to other tele birr like other cbe birr.,4,2025-09-18,Commercial Bank of Ethiopia,Google Play
not bad apk,not bad apk,1,2025-08-21,Commercial Bank of Ethiopia,Google Play
unfair cost of transportations... what a shame!!!,unfair cost of transportations... what a shame!!!,1,2025-09-04,Commercial Bank of Ethiopia,Google Play
good,good,5,2025-10-12,Commercial Bank of Ethiopia,Google Play
very poor and even not sho the balance and transaction history,very poor and even not sho the balance and transaction history,1,2025-07-07,Commercial Bank of Ethiopia,Google Play
Good,good,5,2025-11-13,Commercial Bank of Ethiopia,Google Play
cbe,cbe,4,2025-10-18,Commercial Bank of Ethiopia,Google Play
nice,nice,5,2025-09-19,Commercial Bank of Ethiopia,Google Play
The 1st one is CBE,the 1st one is cbe,5,2025-08-04,Commercial Bank of Ethiopia,Google Play
mahamad Usman,mahamad usman,5,2025-10-13,Commercial Bank of Ethiopia,Google Play
good,good,5,2025-07-31,Commercial Bank of Ethiopia,Google Play
I like this app,i like this app,5,2025-09-11,Commercial Bank of Ethiopia,Google Play
very good🙏🙏,very good,5,2025-08-19,Commercial Bank of Ethiopia,Google Play
best 100 %,best 100,5,2025-11-10,Commercial Bank of Ethiopia,Google Play
after apdate the app doesn't work any thing else it said enable to connects,after apdate the app doesn t work any thing else it said enable to connects,1,2025-09-12,Commercial Bank of Ethiopia,Google Play
ዳር ኑሮ ላለው ኣፍሪቻን ው,ዳር ኑሮ ላለው ኣፍሪቻን ው,5,2025-10-12,Commercial Bank of Ethiopia,Google Play
good,good,5,2025-09-06,Commercial Bank of Ethiopia,Google Play
goood werk,goood werk,5,2025-08-03,Commercial Bank of Ethiopia,Google Play
"excellent application, user friendly...nice one","excellent application, user friendly...nice one",5,2025-07-14,Commercial Bank of Ethiopia,Google Play
አሪፍ,አሪፍ,5,2025-09-05,Commercial Bank of Ethiopia,Google Play
the best application for ours,the best application for ours,5,2025-08-03,Commercial Bank of Ethiopia,Google Play
good,good,5,2025-08-17,Commercial Bank of Ethiopia,Google Play
በጣም ጥሩ,በጣም ጥሩ,5,2025-08-01,Commercial Bank of Ethiopia,Google Play
so good,so good,5,2025-08-04,Commercial Bank of Ethiopia,Google Play
👍👍👍,,5,2025-08-01,Commercial Bank of Ethiopia,Google Play
why does it say change pin to 6 digits is that right?,why does it say change pin to 6 digits is that right?,4,2025-08-24,Commercial Bank of Ethiopia,Google Play
good,good,5,2025-10-17,Commercial Bank of Ethiopia,Google Play
Best app,best app,5,2025-07-08,Bank of Abyssinia,Google Play
Naziriet measho 89160437,naziriet measho 89160437,1,2024-07-22,Bank of Abyssinia,Google Play
Good,good,5,2024-08-30,Bank of Abyssinia,Google Play
absiniya banki,absiniya banki,5,2025-08-29,Bank of Abyssinia,Google Play
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.","edit new bug, app not letting me type in my otp codes. shameful why does this app not allow me to use it while having developer options on? did y all consider that i might, perhaps, be an actual developer? why am i expected to toggle the option on and off just to bank restarting my phone when i do ? why is the message labled as somthing that will smoothen the experience? this is like the most security consultant thing to implement in an app. please invest in actual security, not this mess.",1,2025-03-12,Bank of Abyssinia,Google Play
Abessnya Banke,abessnya banke,5,2024-11-05,Bank of Abyssinia,Google Play
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,it keeps notifying me to disable developer options and quiet while i m not enabled. always bring another type of problem with new updates.,1,2025-11-22,Bank of Abyssinia,Google Play
🙏👍,,5,2025-11-29,Bank of Abyssinia,Google Play
has issue after installation and i think it doesn't work with tecno common 30,has issue after installation and i think it doesn t work with tecno common 30,1,2025-08-26,Bank of Abyssinia,Google Play
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,plz fix the apps ....screenshot lovation hide from glarey share botten not work,1,2024-08-30,Bank of Abyssinia,Google Play
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.","it does not show the name of the person who sent the money to request a receipt. this has become very difficult for us. when different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,Bank of Abyssinia,Google Play
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",very uninterested it s not working when the developer mode on i haven t off the developer options i preferred to uninstall your app .....,1,2025-06-24,Bank of Abyssinia,Google Play
ምርጥ ነው,ምርጥ ነው,1,2025-07-10,Bank of Abyssinia,Google Play
ርይርፍ,ርይርፍ,3,2024-07-19,Bank of Abyssinia,Google Play
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.","despite the enhanced technology you have, the application doesn t work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Bank of Abyssinia,Google Play
It's useless app downgraded.,it s useless app downgraded.,1,2024-12-29,Bank of Abyssinia,Google Play
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,Bank of Abyssinia,Google Play
I can't dijitalize my atm in the apollo app on my phone,i can t dijitalize my atm in the apollo app on my phone,1,2025-01-22,Bank of Abyssinia,Google Play
BoA Greqt Ethiopian bank.,boa greqt ethiopian bank.,5,2025-03-11,Bank of Abyssinia,Google Play
the worst app ever to exist in a bank history,the worst app ever to exist in a bank history,1,2025-08-15,Bank of Abyssinia,Google Play
good jop,good jop,5,2025-11-27,Bank of Abyssinia,Google Play
Wow,wow,5,2024-07-19,Bank of Abyssinia,Google Play
Good,good,5,2024-12-30,Bank of Abyssinia,Google Play
Ok,ok,5,2024-07-11,Bank of Abyssinia,Google Play
Awesome 👌,awesome,5,2024-08-12,Bank of Abyssinia,Google Play
GOOD,good,5,2024-12-15,Bank of Abyssinia,Google Play
masha alla,masha alla,5,2025-09-08,Bank of Abyssinia,Google Play
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM","this app, for me , is a waste of time. it doesn t work . i can t even long in, and it really piss me off. fix the problem",1,2025-05-27,Bank of Abyssinia,Google Play
BOA,boa,5,2024-10-11,Bank of Abyssinia,Google Play
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,i can t believe that abyssinia develop this kind of trash app it have a lot of issues,1,2024-07-13,Bank of Abyssinia,Google Play
Boa,boa,5,2024-07-13,Bank of Abyssinia,Google Play
thank you,thank you,5,2025-04-02,Bank of Abyssinia,Google Play
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way","as bank, u should at least hire someone good at their job bc this a joke nowadays i can t even log in or even transfer without it crashing if u fix the app i will update this review i am counting on u boa update so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,Bank of Abyssinia,Google Play
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,this application is losing major factions on a daily basis. i can count how many times i have used this app it is completely useless and disappointing if i am not going to use it in times of need then i don t see the point.,1,2024-11-28,Bank of Abyssinia,Google Play
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,aga b girja miss language of admin afaan oromo other itoophiyaa languages,1,2025-03-04,Bank of Abyssinia,Google Play
Very good app,very good app,5,2024-07-07,Bank of Abyssinia,Google Play
BoA Mobile good bank,boa mobile good bank,5,2025-06-02,Bank of Abyssinia,Google Play
nice,nice,5,2025-04-09,Bank of Abyssinia,Google Play
ጭራሽ አይነፋም,ጭራሽ አይነፋም,1,2024-07-12,Bank of Abyssinia,Google Play
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት በጣም ይመራያል ያሳፍራል ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው,1,2024-11-12,Bank of Abyssinia,Google Play
Don't trust this bank and its service.,don t trust this bank and its service.,1,2024-08-16,Bank of Abyssinia,Google Play
I like,i like,5,2025-11-02,Bank of Abyssinia,Google Play
nice,nice,5,2025-05-10,Bank of Abyssinia,Google Play
Gio,gio,4,2024-08-19,Bank of Abyssinia,Google Play
"Barely works, it always fails to connect","barely works, it always fails to connect",1,2025-11-07,Bank of Abyssinia,Google Play
Improved to be the best,improved to be the best,5,2025-03-11,Bank of Abyssinia,Google Play
good,good,4,2025-11-10,Bank of Abyssinia,Google Play
good work,good work,5,2025-07-15,Bank of Abyssinia,Google Play
very good,very good,5,2025-09-18,Bank of Abyssinia,Google Play
👍👍👍,,5,2025-07-20,Bank of Abyssinia,Google Play
The worst banking app ever. Never works!,the worst banking app ever. never works!,1,2024-12-14,Bank of Abyssinia,Google Play
Your system is the worst you should do better😡😡😡😡😡😡,your system is the worst you should do better,2,2024-12-11,Bank of Abyssinia,Google Play
I can log in from any where,i can log in from any where,5,2025-07-23,Bank of Abyssinia,Google Play
ደደገነሐ,ደደገነሐ,5,2024-10-15,Bank of Abyssinia,Google Play
😞😞😞😞,,1,2024-07-16,Bank of Abyssinia,Google Play
The worst app ever,the worst app ever,1,2024-08-26,Bank of Abyssinia,Google Play
Sad experience,sad experience,1,2025-01-30,Bank of Abyssinia,Google Play
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?","after activated the application it not allowed to sign , automatically it is turn off in my phone, why ?",1,2025-03-31,Bank of Abyssinia,Google Play
the app crush frequently,the app crush frequently,1,2025-05-24,Bank of Abyssinia,Google Play
It has good features but sometimes it doesn't work...0,it has good features but sometimes it doesn t work...0,1,2025-03-02,Bank of Abyssinia,Google Play
በጣም ሐሪፍ,በጣም ሐሪፍ,5,2025-09-03,Bank of Abyssinia,Google Play
there is no speed,there is no speed,1,2025-03-19,Bank of Abyssinia,Google Play
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),የእርስዎን ተሞክሮ ይግለጹ አማራጭ,5,2024-09-14,Bank of Abyssinia,Google Play
Nice,nice,5,2024-12-26,Bank of Abyssinia,Google Play
❤❤❤❤❤❤,,5,2024-11-12,Bank of Abyssinia,Google Play
it doesn't open,it doesn t open,1,2025-09-10,Bank of Abyssinia,Google Play
Good,good,5,2024-09-16,Bank of Abyssinia,Google Play
mal,mal,5,2024-07-16,Bank of Abyssinia,Google Play
unlimited experience,unlimited experience,5,2025-08-18,Bank of Abyssinia,Google Play
Great UI and seamless UX. I love it!!,great ui and seamless ux. i love it!!,5,2024-09-25,Bank of Abyssinia,Google Play
Update to the simplest way it requires the developer option on and off why this is,update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Bank of Abyssinia,Google Play
very good,very good,5,2025-11-25,Bank of Abyssinia,Google Play
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,the app is not working on android 9.1 at all. it shows an error notification and forcefully closes the app. must be fixed asap.,1,2024-07-19,Bank of Abyssinia,Google Play
Bad app📱👎👎👎,bad app,1,2024-08-11,Bank of Abyssinia,Google Play
The poorest mobile banking survice ever. Only error reports frequently,the poorest mobile banking survice ever. only error reports frequently,1,2024-07-16,Bank of Abyssinia,Google Play
Fine,fine,5,2024-12-21,Bank of Abyssinia,Google Play
Great For Financial company,great for financial company,5,2024-09-30,Bank of Abyssinia,Google Play
Not that much bad,not that much bad,3,2024-12-22,Bank of Abyssinia,Google Play
Good,good,3,2024-10-03,Bank of Abyssinia,Google Play
No work app,no work app,5,2024-07-15,Bank of Abyssinia,Google Play
Professional on banking app,professional on banking app,5,2024-11-01,Bank of Abyssinia,Google Play
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.","worst app. it is wise to invest money and you can make it like cbe app. even the incon has no image. my app has better ui than yours. so, please invest more and hire professional developer companies and improve it.",1,2024-07-18,Bank of Abyssinia,Google Play
🙏🙏🙏,,5,2024-07-05,Bank of Abyssinia,Google Play
App isn't working,app isn t working,1,2024-08-18,Bank of Abyssinia,Google Play
Best banking transaction application in Ethiopia !,best banking transaction application in ethiopia !,5,2025-09-05,Bank of Abyssinia,Google Play
The best bank in 🇪🇹,the best bank in,5,2025-10-23,Bank of Abyssinia,Google Play
faster bank of Abissinya,faster bank of abissinya,5,2025-04-08,Bank of Abyssinia,Google Play
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,it keeps asking me to turn off developer mode even when dev mode is off. couldn t use it.,1,2025-01-13,Bank of Abyssinia,Google Play
Thank you,thank you,3,2024-08-12,Bank of Abyssinia,Google Play
Always do update and that is annoying,always do update and that is annoying,3,2025-01-27,Bank of Abyssinia,Google Play
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,why is not letting me access my account. the whole point of this app is for me to gey access to my account without physically being at the bank. i would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Bank of Abyssinia,Google Play
✌️✌️,,5,2024-11-20,Bank of Abyssinia,Google Play
"Nothing has been improved, it doesn't work like the previous version.","nothing has been improved, it doesn t work like the previous version.",1,2025-09-25,Bank of Abyssinia,Google Play
If it is possible I would gove0 star,if it is possible i would gove0 star,1,2024-10-08,Bank of Abyssinia,Google Play
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,the latest update has stopped android 9 phones not to open this app. never work properly since i started using it.,1,2024-11-26,Bank of Abyssinia,Google Play
Great service,great service,5,2024-11-12,Bank of Abyssinia,Google Play
It doesn't work at all.,it doesn t work at all.,2,2025-01-02,Bank of Abyssinia,Google Play
the lag is unbelievable when you need it the most this suks,the lag is unbelievable when you need it the most this suks,1,2025-11-19,Bank of Abyssinia,Google Play
FIX YOUR Apollo!! You guys where the best 👌,fix your apollo!! you guys where the best,1,2024-07-23,Bank of Abyssinia,Google Play
very nice mobile banking app my favourite,very nice mobile banking app my favourite,5,2025-08-16,Bank of Abyssinia,Google Play
keeps freezing at the front page.,keeps freezing at the front page.,1,2025-08-10,Bank of Abyssinia,Google Play
I have been using this app for two years.It is amazing.,i have been using this app for two years.it is amazing.,5,2025-02-01,Bank of Abyssinia,Google Play
Good,good,3,2024-12-16,Bank of Abyssinia,Google Play
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",it say the request was not successful. please check device connectivity or try again why? one of the bank manager told me it is because of my phone s android version which is 9.1 it is ridiculous! disappointing,1,2024-09-11,Bank of Abyssinia,Google Play
One of the best in this business,one of the best in this business,5,2025-08-25,Bank of Abyssinia,Google Play
experienced,experienced,5,2024-07-14,Bank of Abyssinia,Google Play
but not opening on android,but not opening on android,4,2025-05-19,Bank of Abyssinia,Google Play
This app is not available on all android versions and some times it is not functional.,this app is not available on all android versions and some times it is not functional.,1,2024-11-08,Bank of Abyssinia,Google Play
One of the poorest mobile banking system,one of the poorest mobile banking system,1,2024-11-13,Bank of Abyssinia,Google Play
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,","it s very difficult to use the user, app,ones dawenload the user can t operate well , no one can help me,",1,2024-07-23,Bank of Abyssinia,Google Play
Not working on this days,not working on this days,1,2025-02-26,Bank of Abyssinia,Google Play
This app doesn't work,this app doesn t work,1,2024-06-30,Bank of Abyssinia,Google Play
Good,good,5,2024-08-07,Bank of Abyssinia,Google Play
Good,good,1,2024-07-24,Bank of Abyssinia,Google Play
Very poor app b/c highly slow to open the app,very poor app b c highly slow to open the app,1,2024-08-12,Bank of Abyssinia,Google Play
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app","this app has become the most troubling every day. it doesn t work. i love the bank, and i hate the app",1,2024-07-31,Bank of Abyssinia,Google Play
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank","shockingly bad! even when it decides to work, it s painfully slow and frustrating. such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,Bank of Abyssinia,Google Play
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work","this app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and otp sent not work",1,2025-05-06,Bank of Abyssinia,Google Play
nice,nice,5,2025-07-10,Bank of Abyssinia,Google Play
It's very good but sometimes isn't work probably,it s very good but sometimes isn t work probably,5,2024-07-12,Bank of Abyssinia,Google Play
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .","i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn t able to solve this issue .",5,2025-05-10,Bank of Abyssinia,Google Play
not use for me,not use for me,3,2025-11-23,Bank of Abyssinia,Google Play
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,Bank of Abyssinia,Google Play
good,good,5,2025-02-05,Bank of Abyssinia,Google Play
Wonderfull app,wonderfull app,5,2025-03-08,Bank of Abyssinia,Google Play
exceptional,exceptional,5,2025-06-03,Bank of Abyssinia,Google Play
Ok,ok,5,2024-08-12,Bank of Abyssinia,Google Play
Best app to me,best app to me,5,2024-10-11,Bank of Abyssinia,Google Play
Okay,okay,5,2024-07-23,Bank of Abyssinia,Google Play
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,the app keeps crashing it stops responding while i m using it or trying to open the app. now i have to go to the bank in person to do any banking activities. in short it is the worst mobile banking system in ethiopia,1,2024-07-11,Bank of Abyssinia,Google Play
"it almost never boots up!!! and even if it did, it crashes immediately","it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,Bank of Abyssinia,Google Play
😡😡😡😡😡😡😡,,1,2024-07-15,Bank of Abyssinia,Google Play
"For anyone who wants to download it, just don't!!!","for anyone who wants to download it, just don t!!!",1,2025-03-19,Bank of Abyssinia,Google Play
great boa,great boa,5,2025-04-10,Bank of Abyssinia,Google Play
Good but Very slow.,good but very slow.,1,2024-07-08,Bank of Abyssinia,Google Play
Very poor proformance,very poor proformance,1,2025-03-01,Bank of Abyssinia,Google Play
tamaam kamal,tamaam kamal,1,2025-09-04,Bank of Abyssinia,Google Play
abseniya bank app,abseniya bank app,5,2025-08-08,Bank of Abyssinia,Google Play
A painfully slow banking app service. Please don't make it your choice!,a painfully slow banking app service. please don t make it your choice!,1,2024-10-13,Bank of Abyssinia,Google Play
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,its nice app especially the transaction limit is extended but we face that boa m.banking app doesn t respond at the activation stage strictly at smsng mobile phone. please try this to make safe.,4,2025-09-11,Bank of Abyssinia,Google Play
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,Bank of Abyssinia,Google Play
This is help full i like ittttt,this is help full i like ittttt,5,2025-02-14,Bank of Abyssinia,Google Play
it's not work correctly... you must have update it,it s not work correctly... you must have update it,1,2025-04-06,Bank of Abyssinia,Google Play
Best mobile app in the country,best mobile app in the country,5,2025-08-14,Bank of Abyssinia,Google Play
😎,,5,2025-07-03,Bank of Abyssinia,Google Play
good App fore me,good app fore me,5,2025-06-25,Bank of Abyssinia,Google Play
so poor app to use can't start up when open the app,so poor app to use can t start up when open the app,1,2024-08-08,Bank of Abyssinia,Google Play
To get good quality,to get good quality,5,2024-07-27,Bank of Abyssinia,Google Play
better,better,5,2025-10-29,Bank of Abyssinia,Google Play
app is note active working crash,app is note active working crash,1,2025-11-30,Bank of Abyssinia,Google Play
🤷🤷🤷,,3,2024-07-15,Bank of Abyssinia,Google Play
Boa,boa,5,2025-01-06,Bank of Abyssinia,Google Play
