review_id,review_text,rating,review_date,user_name,thumbs_up,reply_content,bank_code,bank_name,review_version,source,clean_text,text_length,sentiment_score,sentiment_label,keywords,identified_themes,tb_polarity,tb_subjectivity,tb_sentiment,vader_compound,vader_sentiment
03ed7b23-17b8-4ae5-9c2f-29922a888edf,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,888,26,,BOA,Bank of Abyssinia,,Google Play,"terrible bank experience it s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. the app constantly crashes, services are limited, and every time i try to transfer money or load telebirr, there s a huge delay. i have to wait 5 days for failed transactions to be refunded! even ussd is unreliable. they ve put me in embarrassing situations countless times, and customer care never fixes anything. i ve switched banks, and you should too!",491,-0.14960317460317463,negative,"ve, transactions, money load, wait days, wait, refunded ussd, delay wait, load telebirr, unbelievable modern, unreliable ve","Transaction Performance, Other",-0.14960317460317463,0.5112433862433863,negative,-0.8395,negative
8da94e53-0cd0-4d47-9df1-8cd3dac4779f,Very good,5,2024-10-18,Samson zekarias,1,,BOA,Bank of Abyssinia,,Google Play,very good,9,0.9099999999999999,positive,good,Other,0.9099999999999999,0.7800000000000001,positive,0.4927,positive
4fe26762-e4bf-4ebd-bbeb-538577f6d724,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Abraham Moges,1,,BOA,Bank of Abyssinia,,Google Play,"nice to meet you my proud bank in ethiopia.. i m a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service s over the world please? i m working a lot of international money.but i can t get direct in ethiopia because of don t knowing the legal ways of getting money in ethiopia please can i get and direct deposit with boa please ?",401,0.225,positive,"ethiopia, international, direct, money, working, nice meet, direct deposit, legal, online digital, member bank","Customer Support, Other",0.225,0.375,positive,0.8948,positive
908563f1-4304-45f7-a634-e4e4e64e8118,Amrumehamed,1,2024-10-21,Ameru Mehamed,0,,BOA,Bank of Abyssinia,24.09.30,Google Play,amrumehamed,11,0.0,neutral,amrumehamed,Other,0.0,0.0,neutral,0.0,neutral
9b20307d-6ea1-4920-a74f-b5d6f16390bb,"What's up I can't log in, what's wrong",5,2024-10-22,Yordanos Yigzaw,1,,BOA,Bank of Abyssinia,24.09.30,Google Play,"what s up i can t log in, what s wrong",38,-0.5,negative,"log wrong, wrong, log",Other,-0.5,0.9,negative,-0.4767,negative
a151105b-8d49-4e7a-bf55-62feca737e04,Fast transfer,5,2024-10-24,tekalign ermajo,1,,BOA,Bank of Abyssinia,,Google Play,fast transfer,13,0.2,positive,"fast transfer, transfer, fast","Transaction Performance, Other",0.2,0.6,positive,0.0,neutral
518dfdbb-4c08-469f-aee2-3caba92930ac,Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Tigist Tg,0,,BOA,Bank of Abyssinia,,Google Play,please try another because this app doesn t feet the need of this generation,76,0.0,neutral,"try app, need generation, generation, feet need, feet, doesn feet, app doesn, try, need, doesn",Other,0.0,0.0,neutral,0.3182,positive
169b6d5b-b5df-4a42-9168-ce968142da5b,Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,bk love,11,,BOA,Bank of Abyssinia,24.09.30,Google Play,has some nice interface but always freezes or slow to load .app developers please fix this issue.,97,0.14999999999999997,positive,"slow load, nice interface, load app, interface freezes, freezes slow, developers fix, app developers, developers, freezes, fix issue","Transaction Performance, User Interface & Experience",0.14999999999999997,0.7,positive,0.5719,positive
1278f570-8dea-4557-a749-5466685c05e4,Professional on banking app,5,2024-11-01,Ermias Wolde,1,,BOA,Bank of Abyssinia,24.09.30,Google Play,professional on banking app,27,0.1,neutral,"professional banking, professional, banking app, banking, app",Other,0.1,0.1,neutral,0.0,neutral
ac6715ed-80bf-4720-8893-cd6f0340c82c,"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Amanuel HabteMARIAM Asfaw,0,,BOA,Bank of Abyssinia,24.09.30,Google Play,"the most useless app, i never expected such an irrelevant app from boa. big shame!",82,-0.075,neutral,"irrelevant app, irrelevant, expected irrelevant, boa big, big shame, app expected, app boa, useless app, expected, shame",Other,-0.075,0.45,neutral,-0.7569,negative
ad41ef41-4f31-4dc7-a2dc-b48d3d38a5cd,Abessnya Banke,5,2024-11-05,Aschalew W/yohnse,1,,BOA,Bank of Abyssinia,24.09.30,Google Play,abessnya banke,14,0.0,neutral,"banke, abessnya banke, abessnya",Other,0.0,0.0,neutral,0.0,neutral
8405e36b-c5ee-4a39-92b8-2bbda678dcf1,Bad app vety bad.,1,2024-11-07,Lika Lika,0,,BOA,Bank of Abyssinia,24.09.30,Google Play,bad app vety bad.,17,-0.6999999999999998,negative,"bad, vety, vety bad, app vety, bad app, app",Other,-0.6999999999999998,0.6666666666666666,negative,-0.7906,negative
d8ad8495-2424-4c41-9e0c-7f484eedacc0,senayt Mesfin,4,2024-11-08,Henok Abrhame,0,,BOA,Bank of Abyssinia,24.07.04,Google Play,senayt mesfin,13,0.0,neutral,"senayt mesfin, senayt, mesfin",Other,0.0,0.0,neutral,0.0,neutral
10cdcbf6-81ab-4281-8583-665788be8e91,This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Haftom Kelemewerk,2,,BOA,Bank of Abyssinia,24.09.30,Google Play,this app is not available on all android versions and some times it is not functional.,86,-0.2,negative,"versions, times functional, versions times, available android, android versions, app available, functional, available, android, times",Other,-0.2,0.4,negative,0.0,neutral
e086cf56-30a1-4650-b7c7-492dbab0f831,"This app crashes everytime, please fix it",1,2024-11-12,Yoseph Seyoum,0,,BOA,Bank of Abyssinia,24.09.30,Google Play,"this app crashes everytime, please fix it",41,0.0,neutral,"everytime fix, crashes everytime, everytime, app crashes, crashes, fix, app",Other,0.0,0.0,neutral,0.3182,positive
e165c4d1-4d0e-4f81-920a-3d7f2a3acc38,it good,5,2024-11-12,Feven Tekle,1,,BOA,Bank of Abyssinia,24.09.30,Google Play,it good,7,0.7,positive,good,Other,0.7,0.6000000000000001,positive,0.4404,positive
553a157d-5f77-4f45-849e-6985fd3f61ca,Bast bank of ethiopia,5,2024-11-12,tadiya Fantahun,1,,BOA,Bank of Abyssinia,24.09.30,Google Play,bast bank of ethiopia,21,0.0,neutral,"bast bank, bast, bank ethiopia, ethiopia, bank",Other,0.0,0.0,neutral,0.0,neutral
5d19cf33-a0a2-4263-ae80-c963660bde79,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Habib Seid Mohammed,0,,BOA,Bank of Abyssinia,24.07.04,Google Play,star i dont recomend to use this app also the bank,50,0.0,neutral,"star dont, recomend, recomend use, dont recomend, use app, app bank, dont, star, use, bank",Other,0.0,0.0,neutral,0.0,neutral
6446c637-4d71-4aa9-b09c-abcc44110734,i find it interesting specially in reciept downloading,1,2024-11-12,legese sis,0,,BOA,Bank of Abyssinia,,Google Play,i find it interesting specially in reciept downloading,54,0.4285714285714286,positive,"reciept, specially reciept, reciept downloading, interesting specially, specially, downloading, interesting",Other,0.4285714285714286,0.5357142857142857,positive,0.4019,positive
316e654c-3526-4bca-8086-60b63895f732,I need a support the app is not working,5,2024-11-12,Habtu Teum Ayele,1,,BOA,Bank of Abyssinia,24.09.30,Google Play,i need a support the app is not working,39,0.0,neutral,"need support, support app, support, app working, need, working, app","Customer Support, Other",0.0,0.0,neutral,0.4019,positive
e1751a71-a0e6-47a5-9045-9bf2423acfed,Wweeeer,4,2024-11-12,Kiebron Yemane,0,,BOA,Bank of Abyssinia,24.09.30,Google Play,wweeeer,7,0.0,neutral,wweeeer,Other,0.0,0.0,neutral,0.0,neutral
d7d3b979-cd01-4ecf-936f-02cb87adc6b3,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Jabessa Badasa,1,,BOA,Bank of Abyssinia,24.09.30,Google Play,"thank you for your social services like, vertual banking, non touch atm, cadrless and withdrwal with out passbook...",116,0.03333333333333333,neutral,"non touch, passbook, touch atm, touch, vertual banking, vertual, withdrwal passbook, withdrwal, services like, social services",Other,0.03333333333333333,0.06666666666666667,neutral,0.6124,positive
fe160342-c4b4-442c-910c-2ddce8172994,The worst App i have never seen like this before,1,2024-11-12,Nahom Ahmed,0,,BOA,Bank of Abyssinia,24.09.30,Google Play,the worst app i have never seen like this before,48,-1.0,negative,"seen like, app seen, seen, worst app, worst, like, app",Other,-1.0,1.0,negative,-0.7359,negative
3bf25c8f-faed-49a0-b64c-feff01ccadfb,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,ORBIT CONSULTANCY,0,,BOA,Bank of Abyssinia,24.09.30,Google Play,very slow app. software app. app,32,-0.39000000000000007,negative,"software app, app software, software, app app, slow app, app, slow","Transaction Performance, Other",-0.39000000000000007,0.52,negative,0.0,neutral
a9aef84b-de22-4145-b107-b18b44ea617d,Infinx,5,2024-11-12,Aklilu Shwalem,1,,BOA,Bank of Abyssinia,24.09.30,Google Play,infinx,6,0.0,neutral,infinx,Other,0.0,0.0,neutral,0.0,neutral
193d231d-a098-4e8b-992e-96c9d9b43bee,Great service,5,2024-11-12,amanuel temesgen,1,,BOA,Bank of Abyssinia,24.09.30,Google Play,great service,13,0.8,positive,"great service, service, great","Customer Support, Other",0.8,0.75,positive,0.6249,positive
f106cb33-9dcb-4a38-a65d-3cbb1a9a790e,One of the poorest mobile banking system,1,2024-11-13,abay,0,,BOA,Bank of Abyssinia,24.09.30,Google Play,one of the poorest mobile banking system,40,0.0,neutral,"poorest mobile, poorest, mobile banking, mobile, banking",Other,0.0,0.0,neutral,-0.5423,negative
8820e991-f423-4207-84ee-1504f70f3f99,Very good,5,2024-11-14,Nah Om,1,,BOA,Bank of Abyssinia,24.09.30,Google Play,very good,9,0.9099999999999999,positive,good,Other,0.9099999999999999,0.7800000000000001,positive,0.4927,positive
3d362e0c-4c39-498b-8b61-b52226effacd,"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Daniel Berhanu,23,,BOA,Bank of Abyssinia,24.09.30,Google Play,"the worst app update ever. why would you include the developer option off thing here? why do you care? it is my phone my money, right? that is the reason why i switched to other banks. so either turn it off or everyone will discontinue their business one by one.",262,-0.27976190476190477,negative,"money right, right reason, reason switched, thing care, update include, phone money, turn discontinue, include developer, discontinue business, discontinue","Feature Requests, Other",-0.27976190476190477,0.6369047619047619,negative,-0.3485,negative
695331e7-0600-4a44-805b-255770e5f33b,Fast and reliable,5,2024-11-18,Geremew Girma,1,,BOA,Bank of Abyssinia,24.09.30,Google Play,fast and reliable,17,0.2,positive,"fast reliable, reliable, fast",Other,0.2,0.6,positive,0.0,neutral
d9c98c7f-3df6-466f-a6fc-820cb281fad1,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Henok Abebe,5,,BOA,Bank of Abyssinia,24.09.30,Google Play,"your app doesn t match your bank, the app is disaster, super slow. please learn something from tele birr app.",109,0.016666666666666635,neutral,"match, super slow, learn, slow learn, learn tele, match bank, doesn match, disaster super, disaster, birr app",Other,0.016666666666666635,0.5333333333333333,neutral,0.2732,positive
3d00a389-ea31-4ae9-ae70-9014f48845ca,Please this app on my android phone,3,2024-11-20,Miky Lyrics Orthodox,0,,BOA,Bank of Abyssinia,24.09.30,Google Play,please this app on my android phone,35,0.0,neutral,"app android, android phone, android, phone, app",Other,0.0,0.0,neutral,0.3182,positive
ed76ddde-f121-4372-b182-4c5df2b80685,Ademtahir,5,2024-11-20,adem tahir,1,,BOA,Bank of Abyssinia,,Google Play,ademtahir,9,0.0,neutral,ademtahir,Other,0.0,0.0,neutral,0.0,neutral
da8d6098-722b-4970-a9bd-8abb656976b5,Good app,5,2024-11-21,Woldetsadik Melese,1,,BOA,Bank of Abyssinia,,Google Play,good app,8,0.7,positive,"good app, good, app",Other,0.7,0.6000000000000001,positive,0.4404,positive
bd0a4a80-4971-4156-9418-bef834d65877,It needs more improvment,2,2024-11-24,Sadik Murad,0,,BOA,Bank of Abyssinia,24.01.09,Google Play,it needs more improvment,24,0.5,positive,"needs improvment, improvment, needs",Other,0.5,0.5,positive,0.0,neutral
5816b056-8f44-4faf-92a4-a28efd01448b,The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Khalid Ahmed,8,,BOA,Bank of Abyssinia,24.11.22,Google Play,the latest update has stopped android 9 phones not to open this app. never work properly since i started using it.,114,0.16666666666666666,positive,"phones open, stopped android, latest update, update stopped, started using, properly started, android phones, phones, app work, started",Other,0.16666666666666666,0.5,positive,-0.2263,negative
a49183c0-2f37-4898-a64e-ab1cce218c2d,exellent digital transaction of money,5,2024-11-27,Asefa Bekele Bassa,1,,BOA,Bank of Abyssinia,24.11.22,Google Play,exellent digital transaction of money,37,0.0,neutral,"transaction money, exellent digital, exellent, digital transaction, digital, transaction, money",Other,0.0,0.0,neutral,0.0,neutral
1756e606-985f-44eb-bab4-95bcf0848416,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Hildana Endale,19,,BOA,Bank of Abyssinia,24.11.22,Google Play,this application is losing major factions on a daily basis. i can count how many times i have used this app it is completely useless and disappointing if i am not going to use it in times of need then i don t see the point.,223,-0.1075,negative,"times, major, need don, use times, useless disappointing, don point, factions, losing major, used app, times used",Other,-0.1075,0.38,negative,-0.8464,negative
8c12373b-e19d-494f-8506-a54490d9709b,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Ephi T,0,,BOA,Bank of Abyssinia,,Google Play,i don t know why but your apps start out great then all of a sudden don t work,78,0.4,positive,"don, sudden, know apps, start great, sudden don, great sudden, don work, apps start, don know, start",Other,0.4,0.625,positive,0.7684,positive
c150161c-e679-408f-aa76-41f4c9787f9a,"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Abraham Assefa,88,,BOA,Bank of Abyssinia,24.11.22,Google Play,"i have a worst experience while using this mobile application through out the year. most of the time it fails to login or automatically closed the app. and also it takes so much loading time 5 minutes trying to access the internal services. sometimes also while transferring within and to other bank also fails. so, boa please fix your app.",340,-0.19062500000000002,negative,"fails, time, worst experience, year time, internal services, internal, fails login, fails boa, services transferring, experience using","Account Access Issues, Other",-0.19062500000000002,0.346875,negative,-0.7976,negative
709e40a3-94cf-4414-9d03-b83ab5783be2,My attention is very important because it will be the most difficult time for me,5,2024-11-30,Chuol Deng mayian,1,,BOA,Bank of Abyssinia,,Google Play,my attention is very important because it will be the most difficult time for me,80,0.17333333333333334,positive,"important difficult, difficult time, attention important, attention, difficult, important, time",Other,0.17333333333333334,0.8333333333333334,positive,-0.1779,negative
f07f9c2b-112a-4fe7-9187-0da7683616bc,It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Haile Znabu,1,,BOA,Bank of Abyssinia,24.11.22,Google Play,it doesn t work on my 2 devices a05 and a34,43,0.0,neutral,"work devices, devices a05, devices, a34, a05 a34, a05, doesn work, doesn, work",Other,0.0,0.0,neutral,0.0,neutral
9815bb8a-2108-49fe-8292-fb360aed8331,Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Emmanuael Asrat,17,,BOA,Bank of Abyssinia,24.09.30,Google Play,very unprofessional and mischievous bank in my opinion. i have had several occasions but recently i used abyssinia card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but i learned yesterday that since it has been 3 months the bank has decided to include it in their income. how absurd. if you can avoid this bank.,390,-0.06,neutral,"bank, processing learned, processing, learned, learned yesterday, money deducted, yesterday months, yesterday, recently used, abyssinia card","Account Access Issues, Transaction Performance",-0.06,0.31,neutral,-0.6245,negative
6fe3a0f0-e9dd-4dcb-81ab-e478b1239d55,"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Surafel,430,,BOA,Bank of Abyssinia,24.11.22,Google Play,"i m giving this app one star because there are no options below that. my experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. people choose mobile banking for its convenience, but this app is far too time consuming, making it the worst i ve used. i hope improvements are made to enhance the user experience.",386,-0.29500000000000004,negative,"times, experience, consuming, long loading, consuming making, people choose, banking convenience, convenience app, times people, loading times",Other,-0.29500000000000004,0.735,negative,-0.2135,negative
93bee220-7c85-4d30-ba6f-c8168c201b5a,"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Siem Kibrom,47,,BOA,Bank of Abyssinia,24.11.22,Google Play,"this is the best app many features are awesome, but it should work without the need to turn off the developer options. i m tired of having to constantly switch the developer options off and on. i ve been expressing my struggles about this. i have precious settings enabled in the developer options, and to open the app boa app, i have to turn them off. please help us, abyssinia bank. i hope you can provide an update soon.",423,0.37142857142857144,positive,"developer options, developer, options, turn, work need, struggles precious, precious, features awesome, update soon, hope provide","Customer Support, Other",0.37142857142857144,0.6190476190476192,positive,0.9253,positive
2795b1e3-ccdc-4b4a-8c25-cd4c6cc0d2ba,It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Matias Kebede,19,,BOA,Bank of Abyssinia,24.11.22,Google Play,it has been a while since you guys started giving the mobile app service but still couldn t get it to work. i m sure you know that it doesn t work already but not sure if you re lazy or incompetent to fix it. you are losing business because of this. complacency will have consequences.,285,-0.0875,neutral,"work sure, sure, work, lazy incompetent, losing business, giving mobile, service couldn, started giving, fix losing, couldn work","Customer Support, Other",-0.0875,0.7861111111111111,neutral,-0.6369,negative
56fe3f96-f2d8-4b8f-9766-8305907650d0,Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Aman Abebe,0,,BOA,Bank of Abyssinia,24.11.22,Google Play,your system is the worst you should do better,45,-0.25,negative,"worst better, better, worst",Other,-0.25,0.75,negative,-0.296,negative
5c671d11-5836-41bc-a33b-ade0a31299ef,Very nice,5,2024-12-13,معتصم بن يحي,1,,BOA,Bank of Abyssinia,24.11.22,Google Play,very nice,9,0.78,positive,nice,Other,0.78,1.0,positive,0.4754,positive
e4c77ae3-0541-45b5-84da-a02029e99719,Poorly functioning app,3,2024-12-13,biruk mulugeta,0,,BOA,Bank of Abyssinia,,Google Play,poorly functioning app,22,-0.4,negative,"poorly functioning, functioning app, poorly, functioning, app",Other,-0.4,0.6,negative,0.0,neutral
56e4df5e-cfd9-4c86-b9b7-ec322a07674e,The worst banking app ever. Never works!,1,2024-12-14,Kaleab Leyessa,0,,BOA,Bank of Abyssinia,,Google Play,the worst banking app ever. never works!,40,-1.0,negative,"app works, worst banking, works, banking app, worst, banking, app",Other,-1.0,1.0,negative,-0.6588,negative
b9b684de-8146-46ae-b1fa-8f07272c6fd2,"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Natnael Zelalem,0,,BOA,Bank of Abyssinia,24.07.04,Google Play,"easy and sooo simple to use it, also its easy to stole someones money using the app",83,0.2888888888888889,positive,"easy, someones, stole someones, stole, use easy, money using, sooo simple, sooo, someones money, easy stole","User Interface & Experience, Other",0.2888888888888889,0.6746031746031745,positive,0.7003,positive
8b6153b2-b998-4cc2-bae6-a27ff50642c9,Bank of abissena,1,2024-12-17,Muse Naykin,0,,BOA,Bank of Abyssinia,,Google Play,bank of abissena,16,0.0,neutral,"bank abissena, abissena, bank",Other,0.0,0.0,neutral,0.0,neutral
